id,name.local,name.en,name.slug,code.id,children_count.commune,geo.lat,geo.lon
NE002001,Bosso,Bosso,bosso-ne002001,NE002001,2,13.709,13.203
NE002002,Diffa,Diffa,diffa-ne002002,NE002002,3,13.478,12.509
NE002003,Goudoumaria,Goudoumaria,goudoumaria-ne002003,NE002003,1,13.844,11.256
NE002004,Maïné Soroa,Maïné Soroa,man-soroa-ne002004,NE002004,3,13.756,12.071
NE002005,N'Gourti,N'Gourti,ngourti-ne002005,NE002005,1,16.207,13.463
NE002006,N'Guigmi,N'Guigmi,nguigmi-ne002006,NE002006,2,14.165,12.785
